"id","nome","ano_lancamento","dev_publisher","plataforma","genero","engine_tech","status_codigo","metodo_modificacao","dificuldade","esforco_horas","viabilidade_claude","raciocinio_dificuldade","dilemas_compativeis","aderencia_psyfun","exemplo_concreto","popularidade","idade_publico","requisitos_tecnicos","custo_licencas","risco_tos","links","imagens","observacoes","fonte_agente"
"container-online","Container","","Mercury Games","n/a","economic-pipeline","n/a","closed-only","engenharia-reversa","5","M","1","Sem port digital. Mecânica de pipeline econômico com dependência forçada entre jogadores.","BG|CG|PD","5","Container = cada jogador depende do outro pra lucrar; pode sabotar ou cooperar. Cult classic em game design. TTS replicate","BGG cult classic","12+","TTS","n/a","2","https://boardgamegeek.com/boardgame/27627/container","","Game theory classic — TTS port é valioso","tabletop-digital"
"traders-of-genoa","Traders of Genoa","","Rüdiger Dorn / Rio Grande","web (Yucata)","negotiation","closed","closed-only","engenharia-reversa","5","M","1","Yucata port fechado. Negociação turnkey em cada ação.","BG","5","Traders of Genoa negocia favores em cada turn. BG puro. TTS replicate","BGG classic top 400","12+","TTS","n/a","2","https://boardgamegeek.com/boardgame/2350/traders-of-genoa","","BG a cada turn, ouro acadêmico","tabletop-digital"
"intrigue","Intrige (Intrigue)","","Stefan Dorra","n/a","negotiation-betrayal","n/a","closed-only","engenharia-reversa","5","M","1","Sem digital. Mecânica = suborno + traição com zero regra formal.","TG|BG|DG","5","Intrige é literalmente um PD/trust game com suborno visível. Cult classic do gênero negociação. TTS","BGG classic 1994","12+","TTS","n/a","2","https://boardgamegeek.com/boardgame/126/intrige","","Design icônico de traição. TTS vale o investimento","tabletop-digital"
"sidereal-confluence","Sidereal Confluence","","WizKids","n/a","economic-negotiation","n/a","closed-only","engenharia-reversa","5","M","1","Sem digital. TODA a jogabilidade é negociação — talvez jogo mais negociação-pesado existente.","BG|PG|UG","5","Sidereal Confluence = 9 players, fase inteira de free trade paralela. BG massivo. TTS com scripts logging","BGG top 100","12+","TTS","n/a","2","https://boardgamegeek.com/boardgame/202426/sidereal-confluence","","TOP TOP pra pesquisa de negociação multi-party","tabletop-digital"
"solarus","Solarus","2011","Christopho","windows|mac|linux|android","arpg","C++ / Lua","open-source","template-engine","2","S","5","GPLv3, Zelda-like engine, Lua scripting; single-player default mas hackable","DG","2","Single-player — NPCs dá DG artificial","GitHub 1k+ stars","7+","Lua","grátis","1","https://www.solarus-games.org | https://gitlab.com/solarus-games/solarus","","Single-player","classic-reimpl"
"roblox-brookhaven","Brookhaven RP","2020","Wolfpaq","windows|mac|android|ios|xbox","roleplay-sandbox","Roblox Engine","creative-platform","creative-mode-in-game","2","M","3","Sandbox RP aberto; replicar cena com casas, carros, UI de interação social é esforço M (assets variados). Conceito é simples mas amplo.","DG|TG|BG|CG","3","Mod: cidade compartilha recurso (energia); jogadores podem consumir moderado (coop) ou abusar (trair) — Commons.","39B+ visitas, recordes de CCU Roblox","7+","Roblox Studio, Luau","grátis","2","https://www.roblox.com/games/4924922222/Brookhaven-RP","","","creative-platforms"
"discord-chess-in-park","Chess in the Park (Discord Activity)","2021","Discord","windows|mac|linux|android|ios|web","board-game","Web / Embedded","closed-only","api-publica","2","S","5","Fechado; mas chess-clone + variações é um clássico do Claude. Phaser/Chess.js abundantes.","CPG","2","Variar regras: captura colaborativa só com consentimento — virar Stag Hunt.","Activity popular Discord","all-ages","Activity SDK","grátis","2","https://discord.com/activities","","","creative-platforms"
"bloxburg-welcome","Welcome to Bloxburg","2014","Coeptus","windows|mac|android|ios|xbox","life-sim","Roblox Engine","creative-platform","creative-mode-in-game","2","M","3","Life sim clonable in Roblox Studio, assets robustos.","PG|CG|TG","3","Vizinhança: energia comum, apertar termostato vs deixar (Commons).","9B+ visitas","7+","Roblox Studio, Luau","grátis","2","https://www.roblox.com/games/185655149","","","creative-platforms"
"roblox-royale-high","Royale High","2017","callmehbob","windows|mac|android|ios|xbox","social-rpg-fashion","Roblox Engine","creative-platform","creative-mode-in-game","2","M","3","Social/trade-heavy; recriar é esforço M.","TG|UG|BG","3","Sistema de trade de itens; Ultimatum natural.","14B+ visitas","7+","Roblox Studio, Luau","grátis","2","https://www.roblox.com/games/735030788","","","creative-platforms"
"godot-demo-2d-platformer","Godot Demo: 2D Platformer","2019","Godot Engine","windows|mac|linux|web","platformer-template","Godot","open-source","template-engine","2","S","5","Godot open MIT, GDScript pythonic, demo oficial","SH|CPG","2","2-player coop platformer","GitHub godot-demo-projects 3k+ stars","all-ages","Godot 4.x","gratuito MIT","1","https://github.com/godotengine/godot-demo-projects","","","engine-templates"
"godot-demo-3d-platformer","Godot Demo: 3D Platformer","2019","Godot Engine","windows|mac|linux","platformer-template","Godot","open-source","template-engine","2","S","5","Demo 3D oficial","SH|CPG","2","","GitHub","all-ages","Godot 4.x","gratuito","1","https://github.com/godotengine/godot-demo-projects","","","engine-templates"
"pico8-celeste-classic","Celeste Classic (PICO-8)","2015","Maddy Thorson / Noel Berry","web|windows|mac|linux","platformer","PICO-8","source-available","template-engine","2","S","5","Cart PICO-8 é .p8 texto com Lua visível, ~300 LoC","SH|CPG","2","Platformer 2-player hot seat, 2 strawberries: share vs solo","Celeste original PICO-8 cart, milhões de jogos","all-ages","PICO-8 (US$15) ou PICO-8 Education (free web)","US$15 engine","2","https://www.lexaloffle.com/bbs/?tid=2145","","Cart é literalmente visível","engine-templates"
"pico8-embrace","Embrace (PICO-8)","2020","community","web","puzzle","PICO-8","source-available","template-engine","2","S","5","Cart curto","SH|CPG","2","","PICO-8 BBS","all-ages","PICO-8","US$15","2","https://www.lexaloffle.com/bbs/","","","engine-templates"
"love2d-500-shmup","LÖVE2D 500-Line Shmup Tutorial","2019","community","windows|mac|linux|android","shooter-template","LÖVE2D","open-source","template-engine","2","XS","5","Lua <500 LoC, trivial modificar","CPG","2","","GitHub various","all-ages","LÖVE2D","gratuito zlib","1","https://love2d.org/wiki/Tutorial","","","engine-templates"
"love2d-stabyourself","Stabyourself.net Games (LÖVE2D open-source)","2012","Stabyourself","windows|mac|linux","multi-template","LÖVE2D","open-source","code-fork","2","S","5","Jogos open (Mari0, Not Tetris, etc) Lua","CPG|SH","2","Mari0 fork: 2-player coop share lives","GitHub stabyourself, Mari0 10k+ stars","all-ages","LÖVE2D","gratuito MIT","1","https://github.com/Stabyourself","","Mari0 é jogo completo open","engine-templates"
"love2d-awesome-love2d-games","Awesome-LÖVE2D Open Source Games","2019","community","windows|mac|linux","multi-template","LÖVE2D","open-source","code-fork","2","S","5","Lista de 40+ jogos open-source LÖVE","","2","","GitHub awesome list","all-ages","LÖVE2D","gratuito","1","https://github.com/love2d-community/awesome-love2d","","Meta-link","engine-templates"
"defold-samples","Defold Official Samples","2020","Defold Foundation","windows|mac|linux|android|ios|web","multi-template","Defold","open-source","template-engine","2","S","5","Lua + GUI nodes, engine open Apache 2.0","CPG|SH","2","","Defold ~2k+ GitHub stars","all-ages","Defold","gratuito Apache 2.0","1","https://defold.com/examples/ | https://github.com/defold/defold","","","engine-templates"
"unity-asset-moba","Unity MOBA Template","2020","Asset Store","windows","moba-template","Unity","source-available","template-engine","4","L","2","MOBA é complexo","PD|SH|CPG","4","Push lane coop vs farm solo","Asset Store","13+","Unity 2020+","US$80-250","2","https://assetstore.unity.com/packages/templates","","","engine-templates"
"2048","2048","2014","Gabriele Cirulli","web","puzzle","vanilla-js","open-source","code-fork","2","S","5","Repo JS puro ~1k linhas, MIT. Lógica de merge em GameManager.js, arquitetura limpa. Claude edita direto.","PG|CG","2","Versão multiplayer 2x2048 em split-screen: cada jogador decide por rodada se contribui com tile pro board do outro (cooperar) ou guarda (trair). Payoff visual via pontuação compartilhada.","GitHub 12k+ stars, viral 2014, milhões de clones","all-ages","HTML/CSS/JS, sem build","grátis","1","https://github.com/gabrielecirulli/2048 | https://play2048.co/","","Base canônica pra forks — serve como esqueleto pra muitas variantes","html5-web"
"wordle-clone-open","Wordle (clone open-source hannahcode)","2022","Hannah Park (clone)","web","puzzle","React/TypeScript","open-source","code-fork","2","S","5","Repo MIT em React+TS, estrutura de componentes clara, lista de palavras em JSON. Claude faz modificações triviais.","CPG|SH","2","Modo cooperativo: dois jogadores alternam chute, mas um pode sabotar dando dica errada (trair) ou dica boa (cooperar). Payoff = pontos coletivos vs individuais.","GitHub 4k+ stars, Wordle original comprado pelo NYT por 7-figuras","7+","Node, React, TypeScript","grátis","1","https://github.com/hannahcode/wordle | https://wordlegame.org/","","Clone oficial Hannah Park é o mais maduro; há dezenas de forks em linguagens/temas","html5-web"
"chess-js-chessboardjs","chess.js + chessboard.js","2013","Jeff Hlywa / Chris Oakman","web","board-strategy","vanilla-js","open-source","template-engine","2","S","5","chess.js (BSD) é a biblioteca canônica de lógica; chessboard.js MIT pro rendering. Claude integra trivialmente.","BG|CPG","2","Variante de xadrez cooperativo onde jogadores trocam peças via negociação antes de cada lance — Bargaining Game.","chess.js 4k+ stars, chessboard.js 5k+","all-ages","JS","grátis","1","https://github.com/jhlywa/chess.js | https://chessboardjs.com/","","Base canônica de quase todos os xadrez web","html5-web"
"dinorunner-chrome","Chrome Dino Runner","2014","Google (código aberto no Chromium)","web","endless-runner","vanilla-js Canvas","open-source","code-fork","2","XS","5","Source BSD em Chromium. ~1k linhas JS. Vários ports em GitHub.","SD","2","Co-op: dois dinos, pick-up de power-up — pegar pra si ou guardar pro parceiro.","meme viral, dezenas de forks","all-ages","JS","grátis","2","https://github.com/wayou/t-rex-runner","","Marca Google mas código BSD","html5-web"
"connect-four-html5","Connect Four (open-source)","2015","community","web","board","vanilla-js","open-source","code-fork","2","XS","5","Clássico didático.","CPG","2","Pouca aderência natural ao PD, mas dá pra modificar placar pra payoff assimétrico.","múltiplos forks","all-ages","JS","grátis","1","https://github.com/topics/connect-four","","Zero-sum puro","html5-web"
"js13k-onandoff","On/Off (js13k 2020)","2020","Andrzej Mazur team","web","puzzle","vanilla-js","open-source","code-fork","2","XS","5","13kb, código MIT.","CPG","2","Switch puzzle 2-player coop.","js13k entry","all-ages","JS","grátis","1","https://js13kgames.com","","js13k tem 1500+ entries, a maioria FOSS","html5-web"
"slither-clone-clumsy","Clumsy Bird","2014","Ellison Leão","web","arcade","melonJS","open-source","code-fork","2","XS","5","Flappy clone em melonJS, MIT.","SD","2","2-player split-screen.","1k+ stars","all-ages","JS","grátis","1","https://github.com/ellisonleao/clumsy-bird","","Tutorial didático","html5-web"
"browser-rpg-crafty","CraftyRPG (Tuts+ series)","2013","Michael Burgess","web","rpg","Crafty","open-source","code-fork","2","S","5","Tutorial completo. MIT.","CG","2","RPG coop shared inventory.","tutorial","all-ages","JS","grátis","1","https://gamedevelopment.tutsplus.com/series/build-an-adventure-game-with-crafty-js--gamedev-13460","","Didático","html5-web"
"sudoku-js","Sudoku JS (robatron)","2014","Robert Krzyzanowski","web","puzzle","JS","open-source","code-fork","2","XS","5","Generator + solver + UI. MIT.","TG","2","Coop sudoku com dica verdadeira/falsa.","GitHub 1k+ stars","all-ages","JS","grátis","1","https://github.com/robatron/sudoku.js","","Base sólida","html5-web"
"hnefatafl-js","Hnefatafl (Viking chess) JS","2019","community","web","board","JS","open-source","code-fork","2","XS","5","Tabuleiro assimétrico.","CPG","2","Zero-sum puro.","nicho","all-ages","JS","grátis","1","https://github.com/topics/hnefatafl","","Zero-sum, baixa aderência","html5-web"
"backgammon-js","Backgammon JS","2016","community","web","board-dice","JS","open-source","code-fork","2","S","5","Tabuleiro + dados.","BG","2","Doubling cube tem elemento UG.","online ~500k players","all-ages","JS","grátis","1","https://github.com/topics/backgammon","","Zero-sum majoritariamente","html5-web"
"battleship-js","Battleship JS online","2017","community","web","board","Node + Socket.IO","open-source","code-fork","2","S","5","Clones FOSS abundam.","CPG","2","Zero-sum.","100+ clones","all-ages","Node","grátis","1","https://github.com/topics/battleship","","Zero-sum","html5-web"
"worldle-clone","Worldle (clone FOSS)","2022","community","web","puzzle-geo","React + TS","open-source","code-fork","2","S","5","Clones estilo Wordle-geo existem MIT.","TG","2","Partilhar pista.","Worldle original 1M+ jogadores","all-ages","React","grátis","1","https://github.com/teuteuf/worldle","","MIT","html5-web"
"absurdle-clone","Absurdle (adversarial Wordle)","2022","qntm","web","puzzle","JS","open-source","code-fork","2","S","5","Algoritmo adversarial diferente de Wordle.","TG","2","Jogo já é adversarial.","viral 2022","7+","JS","grátis","1","https://qntm.org/absurdle","","Source disponível","html5-web"
"squaredle-clone","Squaredle / SpellingBee clone","2022","community","web","puzzle-word","JS","open-source","code-fork","2","S","5","Clones.","PG","2","Coop word-building.","NYT SpellingBee 10M+","10+","JS","grátis","2","https://github.com/topics/word-puzzle","","Categoria","html5-web"
"quixx-dice-web","Qwixx dice (FOSS web)","2020","community","web","dice","JS","open-source","code-fork","2","S","5","Jogo de dados simples.","CPG","2","Dice individual.","Qwixx 1M+ cópias","all-ages","JS","grátis","2","https://github.com/topics/qwixx","","Marca","html5-web"
"match3-phaser","Match 3 Phaser Template","2018","emanueleferonato","web","match3","Phaser","open-source","template-engine","2","S","5","Tutorial Ferronato + código MIT.","PG","2","Coop match3.","blog referência","all-ages","Phaser","grátis","1","https://github.com/emanueleferonato","","Ferronato tem dezenas de tutoriais","html5-web"
"bubble-shooter","Bubble Shooter JS","2016","community","web","puzzle","Canvas","open-source","code-fork","2","S","5","Clones abundam.","PG","2","Coop.","gênero popular","all-ages","JS","grátis","1","https://github.com/topics/bubble-shooter","","Fácil mod","html5-web"
"pictoword","Pictoword / draw-word FOSS","2019","community","web","word","JS","open-source","code-fork","2","S","5","Trivial.","TG","2","Dicas verdadeiras/falsas.","nicho","all-ages","JS","grátis","1","https://github.com/topics/word-game","","Categoria","html5-web"
